id,caption,permalink,timestamp
18081803566994082,"2022年12月10日からの日本酒は、車多酒造（石川県白山市）の「天狗舞 冬吟 純米吟醸 生酒」でした。
https://www.tengumai.co.jp/products/season/191.html

アルコール度数：16%
精米歩合：50%

#日本酒 #sake #純米吟醸 #天狗舞 #冬吟",https://www.instagram.com/p/DQUPk3tj-TE/,2025-10-27T14:37:55+0000
17913450657230221,"日本酒はもちろんのとこ、
この“鰹の塩たたき”が美味しすぎた😋

＊＊＊＊＊＊
#宮城県気仙沼市 
#男山本店 
#特別純米酒 
#蒼天伝

#宮城県栗原市 
#萩野酒造 
#純米酒 
#萩の鶴 
＊＊＊＊＊＊

#日本酒  #日本酒好き #日本酒大好き #日本酒好き女子 #日本酒好きな人と繋がりたい #日本酒最高 #日本酒love #日本酒タグラム #ポン酒タグラム #japanesesake #ponshu #ponshutagram #sake #sakestagram",https://www.instagram.com/p/DQUPVDtErHN/,2025-10-27T14:35:46+0000
18072006377007922,"“SAKE HIGH” photo album
.
photo📷 sogen15_ 
.
Main Visual nancyink.kyoto 
.
BONSAI EXHIBITION _bonsaibase_ 
.
【“MASU PROJECT”】
國酒に親しみのない人々へ。
國酒はクール、そして楽しい
新しいカタチで間口を広げ、
國酒カルチャーを
これからの世代に広めるアクション
_masu_project 
.
<SAKE HIGHイベント概要>
MASU PROJECT が企画する國酒（日本酒、本格焼酎）のイベントです。
近年、色々なジャンル（ビール、ワイン、ハイボールなど）のお酒が選択できる世の中ですが、今一度、無形文化遺産にも登録された日本の伝統的酒造り『國酒』日本酒、本格焼酎に焦点を当てて國酒を皆様に気軽に楽しんでいただきたいと思い毎年開催しているイベントです。
.
This event focuses on ‘Kokushu’—Japanese sake and shochu, which have been registered as intangible cultural heritage.The goal is to make Japan’s traditional brewing methods more accessible and enjoyable to everyone! That is why we hold this event annually!
.
#國酒
#日本酒
#本格焼酎
#sake
#sakehigh
#〼",https://www.instagram.com/p/DQUPNdRASMk/,2025-10-27T14:34:43+0000
17966828747829110,"☆ 「 不動 」 純米吟醸 無濾過生原酒 備前雄町 (千葉県香取郡)

※ 通称、"" ミッドナイトパープル "" 。
生熟。生のまま夏を越し、熟成されたお酒です。ふんわりとした芳醇さがフルーティ。ギュッと凝縮された様な果実の甘旨味に、まるみのある苦酸味が合わさり、バランス良くも心地良いアクセントに。ジューシーさが口いっぱいに、ジャワッと広がっていきます。柔らかな喉越しの後は、意外にもスマートなキレをみせ、スッキリとした後口へ。
"" ひやおろし "" とは、また違った印象をみせる秋の旨酒です。",https://www.instagram.com/p/DQUOiABk2ix/,2025-10-27T14:28:47+0000
17862111096509373,"＊
#ビール 
#晴れ風 
#キリンビール 

#酒スタグラム #sakestagram #お酒好きな人と繫がりたい #お酒好き #お酒大好き #お酒好き女子 #sake",https://www.instagram.com/p/DQUOZs_EdTz/,2025-10-27T14:27:39+0000
17945551824052362,"Produzido pela lendária Hakutsuru Sake Brewing, com mais de 270 anos de tradição, o Sake Hakutsuru Kaoru Umakuchi Genshu entrega uma experiência autêntica e intensa — o verdadeiro sabor do Japão.

💠 Genshu: sake puro, não diluído, que preserva toda a força e caráter do arroz japonês.
💠 Kaoru Umakuchi: aroma refinado e sabor marcante, perfeito para quem busca equilíbrio entre suavidade e profundidade.
💠 Em lata de 180ml: praticidade e conveniência para apreciar onde quiser — gelado, em temperatura ambiente ou harmonizado com pratos leves, sushis e sashimis.

Uma tradição que atravessa gerações, agora mais perto de você com a distribuição oficial da Tokyo Foods.

🥂 Viva o Japão. Sinta a cultura em cada gole.

#TokyoFoods #Hakutsuru #Sake #CulturaJaponesa #GastronomiaJaponesa",https://www.instagram.com/p/DQUOGyejnzO/,2025-10-27T14:25:04+0000
18058432253233348,"Cozy up with this bowl of comfort.
Spicy BulGoGi Ramen theonesushi_brookhaven 
Today’s Special is Free Kid’s Bento. Start the week off right with a Free Kid’s Bento every Monday theonesushi_brookhaven 
Valid for kids under 10, One free per table with entree purchase.  Dine Only.
.
.
🌐order online
www.theonesushibrookhaven.com
👍your #brookhavenga neighborhood favorite spot for 🍣🍶🍷🍸
🍱delivering the best quality is what we do. Period.
📅reservations are available at our website. 
📞404-869-6988

#brookhavenga #theonesushi#sushinight #brookhaven#sushi #sashimi #maki #sushilovers #sake #japanesefoods #sushiroll #AtlantaEats #eateratlanta #wine #cocktail #atlantarestaurants #brookhavenrestaurants #chambleeeats #brookhavenchef #ubereats #doordash #kidsbento #gopetrels #oglethorpe #dailyspecials #lunchspecialinbrookhaven",https://www.instagram.com/reel/DQUNatQEUvP/,2025-10-27T14:24:40+0000
17868808038462311,"福岡県大刀洗町にある酒蔵「みいの寿」
代表取締役社長　井上宰継様
ありがとうございました！

Mr.Inoue, President of ""Miino Kotobuki"" sake brewery in Tachiarai, Fukuoka Prefecture, Japan. Thank you for coming to Hong Kong!

Reservation: 2152-0369

https://inline.app/booking/sumito/sumito

#SUMITO #炭兎 #炭火燒 #刺身 #壽司 #燒魚 #串燒 #oyster #lunch #dinner #晚餐 #午餐 #鐵盒燒生蠔 #炭燒 #japaneserestaurant #日本料理 #privateroom #wanchai #hkfoodies #hkfoodlover #日本酒 #sake #sashimi #sushi #foodguidehk #圍爐裏燒 #jung39_japan #牡蠣小屋KAGURA #三井之壽 #miinokotobuki",https://www.instagram.com/reel/DQUNyqjkjcx/,2025-10-27T14:23:30+0000
18062536568408140,"I had been missing tuna of kenzo_kofu_honten, so drove to get their fresh and tasty sushi🍣 for a dinner with my family last weekend🐟 
 
Every piece of sushi with thick slices was filling and tasted absolutely incredible as always! My father who had been looking forward to their sushi enjoyed a lot!
 
This nihonshu this time was dry with a clean finish and went great with fish!
 
#fish #sashimi #sushi #maguro #tuna #fattytuna #sake #japanesesake #nihonshu #beer #dinner #family #chillaxing #athome #weekend #theotherday",https://www.instagram.com/p/DQUNlAWD4pH/,2025-10-27T14:20:28+0000
17860393896454548,"カワハギ肝あえ、白老牛、鱧松茸の土瓶蒸し。
全部一挙に食った。。

#かわはぎ 
#白いか
#白老牛
#鱧松茸の土瓶蒸し 
#芝浦グルメ 
#日本料理
#beerbeerbeer
#sake
#fish
#beef
#tokyogourmet",https://www.instagram.com/p/DQUNiDGgSOb/,2025-10-27T14:20:03+0000
